domain_2	domain_1	domain_domain_interaction	count_new	frequency	domain1_description	domain2_description	marginal_count_domain1_on_5prime_side	marginal_freq_domain1_on_5prime_side	marginal_count_domain2_on_3prime_side	marginal_freq_domain2_on_3prime_side	marginal_count_domain2_on_5prime_side	marginal_freq_domain2_on_5prime_side	marginal_count_domain1_on_3prime_side	marginal_freq_domain1_on_3prime_side	same_domains	normal_freq_domain_1	normal_freq_domain_2	pairbinom.lower	null_prob	foldchange	p_value
Snf7	Ephrin_rec_like	Ephrin_rec_like--Snf7	8	0.000253405131453912	Putativeephrin-receptorlike	Snf7	49	0.00161614828985125	3	9.89478544806887e-05	15	0.000494739272403443	4	0.000131930472640918	0	0.000544824170381377	0.000643883110450718	2.88486245454411e-05	7.01606162947786e-07	361.178599670839	3.46257566433193e-21
Somatostatin	L27_2	L27_2--Somatostatin	2	6.3351282863478e-05	L27_2	Somatostatin/Cortistatinfamily	15	0.000494739272403443	2	6.59652363204591e-05	0	0	0	0	0	9.90589400693413e-05	0.000148588410104012	1.00939549274592e-07	2.94380208229841e-08	2152.02248970541	1.33676286800954e-10
Speriolin_C	FTCD_N	FTCD_N--Speriolin_C	2	6.3351282863478e-05	Formiminotransferasedomain,N-terminalsubdomain	SperiolinC-terminus	2	6.59652363204591e-05	3	9.89478544806887e-05	0	0	0	0	0	9.90589400693413e-05	9.90589400693413e-05	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
Speriolin_N	FTCD_N	FTCD_N--Speriolin_N	2	6.3351282863478e-05	Formiminotransferasedomain,N-terminalsubdomain	SperiolinNterminus	2	6.59652363204591e-05	2	6.59652363204591e-05	0	0	0	0	0	9.90589400693413e-05	9.90589400693413e-05	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
Spt4	Septin	Septin--Spt4	2	6.3351282863478e-05	Septin	Spt4/RpoE2zincfinger	12	0.000395791417922755	0	0	4	0.000131930472640918	8	0.000263860945281836	0	0.000643883110450718	4.95294700346706e-05	1.00939549274592e-07	6.37823784497987e-08	993.241149094809	1.35855609566758e-09
Ssu72	NAD_kinase	NAD_kinase--Ssu72	2	6.3351282863478e-05	ATP-NADkinase	Ssu72-likeprotein	1	3.29826181602296e-05	1	3.29826181602296e-05	3	9.89478544806887e-05	2	6.59652363204591e-05	0	9.90589400693413e-05	0.000346706290242694	1.00939549274592e-07	6.86887152536294e-08	922.295352730894	1.69660672338121e-09
Steroid_dh	DOT1	DOT1--Steroid_dh	2	6.3351282863478e-05	HistonemethylationproteinDOT1	3-oxo-5-alpha-steroid4-dehydrogenase	6	0.000197895708961377	5	0.000164913090801148	1	3.29826181602296e-05	0	0	0	4.95294700346706e-05	0.000247647350173353	1.00939549274592e-07	2.45316840191533e-08	2582.4269876465	7.7367948328775e-11
Striatin	MT-A70	MT-A70--Striatin	2	6.3351282863478e-05	MT-A70	Striatinfamily	0	0	1	3.29826181602296e-05	19	0.000626669745044362	7	0.000230878327121607	0	0.000148588410104012	0.000148588410104012	1.00939549274592e-07	4.41570312344761e-08	1434.68165980361	4.51000286804387e-10
Sulfatase	Nup84_Nup100	Nup84_Nup100--Sulfatase	2	6.3351282863478e-05	Nuclearporeprotein84/107	Sulfatase	9	0.000296843563442066	3	9.89478544806887e-05	30	0.000989478544806887	15	0.000494739272403443	0	4.95294700346706e-05	0.000891530460624071	1.00939549274592e-07	8.8314062468952e-08	717.340829901806	3.60423274982311e-09
Sulfatase	Ribosomal_S14	Ribosomal_S14--Sulfatase	3	9.5026924295217e-05	RibosomalproteinS14p/S29e	Sulfatase	3	9.89478544806887e-05	3	9.89478544806887e-05	30	0.000989478544806887	3	9.89478544806887e-05	0	9.90589400693413e-05	0.000891530460624071	9.98575935606816e-07	1.76628124937904e-07	538.005622426354	4.00965540253594e-11
T-box	Plus-3	Plus-3--T-box	3	9.5026924295217e-05	Plus-3domain	T-box	0	0	0	0	15	0.000494739272403443	3	9.89478544806887e-05	0	4.95294700346706e-05	0.000842000990589401	9.98575935606816e-07	8.34077256651214e-08	1139.30602396169	1.99854971032384e-12
TACC	I-set	I-set--TACC	76	0.00240734874881216	ImmunoglobulinI-setdomain	FungalTransformingacidiccoiled-coil(TACC)proteins	173	0.00570599294171971	25	0.000824565454005739	2	6.59652363204591e-05	57	0.00188000923513308	0	0.00668647845468053	0.000148588410104012	0.00138659359415205	1.98706640555142e-06	1211.50895716749	1.50475858226463e-206
TACC	I-set	I-set--TACC	76	0.00240734874881216	ImmunoglobulinI-setdomain	Transformingacidiccoiled-coil-containingprotein(TACC),C-terminal	173	0.00570599294171971	25	0.000824565454005739	2	6.59652363204591e-05	57	0.00188000923513308	0	0.00668647845468053	0.000148588410104012	0.00138659359415205	1.98706640555142e-06	1211.50895716749	1.50475858226463e-206
TACC	Pkinase_Tyr	Pkinase_Tyr--TACC	75	0.00237567310738042	Proteintyrosinekinase	FungalTransformingacidiccoiled-coil(TACC)proteins	137	0.00451861868795145	25	0.000824565454005739	2	6.59652363204591e-05	184	0.00606880174148224	0	0.00633977216443784	0.000148588410104012	0.00136274823073401	1.88403333267098e-06	1260.95067756176	3.24715674690912e-205
TACC	Pkinase_Tyr	Pkinase_Tyr--TACC	75	0.00237567310738042	Proteintyrosinekinase	Transformingacidiccoiled-coil-containingprotein(TACC),C-terminal	137	0.00451861868795145	25	0.000824565454005739	2	6.59652363204591e-05	184	0.00606880174148224	0	0.00633977216443784	0.000148588410104012	0.00136274823073401	1.88403333267098e-06	1260.95067756176	3.24715674690912e-205
TAFH	Runt	Runt--TAFH	64	0.0020272410516313	Runtdomain	NHR1homologytoTAF	29	0.000956495926646657	19	0.000626669745044362	10	0.000329826181602296	3	9.89478544806887e-05	0	0.000148588410104012	0.000247647350173353	0.00110422627836193	7.35950520574601e-08	27545.8878682294	7.11300012339939e-263
TAL_FSA	Adaptin_N	Adaptin_N--TAL_FSA	2	6.3351282863478e-05	AdaptinNterminalregion	Transaldolase/Fructose-6-phosphatealdolase	36	0.00118737425376826	2	6.59652363204591e-05	2	6.59652363204591e-05	4	0.000131930472640918	0	0.000693412580485389	4.95294700346706e-05	1.00939549274592e-07	6.86887152536294e-08	922.295352730893	1.69660672338121e-09
TB2_DP1_HVA22	DCP2	DCP2--TB2_DP1_HVA22	2	6.3351282863478e-05	Dcp2,boxAdomain	TB2/DP1,HVA22family	7	0.000230878327121607	3	9.89478544806887e-05	2	6.59652363204591e-05	0	0	0	4.95294700346706e-05	0.000297176820208024	1.00939549274592e-07	2.9438020822984e-08	2152.02248970542	1.33676286800954e-10
TFCD_C	IMD	IMD--TFCD_C	2	6.3351282863478e-05	IRSp53/MIMhomologydomain	TubulinfoldingcofactorDCterminal	18	0.000593687126884132	2	6.59652363204591e-05	2	6.59652363204591e-05	4	0.000131930472640918	0	0.000247647350173353	4.95294700346706e-05	1.00939549274592e-07	2.45316840191533e-08	2582.4269876465	7.7367948328775e-11
TMEM135_C_rich	Aldedh	Aldedh--TMEM135_C_rich	2	6.3351282863478e-05	Aldehydedehydrogenasefamily	N-terminalcysteine-richregionofTransmembraneprotein135	11	0.000362808799762525	3	9.89478544806887e-05	18	0.000593687126884132	11	0.000362808799762525	0	0.000990589400693413	4.95294700346706e-05	1.00939549274592e-07	9.81267360766134e-08	645.606746911625	4.94292955263681e-09
TMEM135_C_rich	CLASP_N	CLASP_N--TMEM135_C_rich	2	6.3351282863478e-05	CLASPNterminal	N-terminalcysteine-richregionofTransmembraneprotein135	12	0.000395791417922755	3	9.89478544806887e-05	18	0.000593687126884132	3	9.89478544806887e-05	0	0.000247647350173353	4.95294700346706e-05	1.00939549274592e-07	2.45316840191533e-08	2582.4269876465	7.7367948328775e-11
TMEM135_C_rich	DUF498	DUF498--TMEM135_C_rich	5	0.000158378207158695	Proteinofunknownfunction(DUF498/DUF598)	N-terminalcysteine-richregionofTransmembraneprotein135	1	3.29826181602296e-05	3	9.89478544806887e-05	18	0.000593687126884132	6	0.000197895708961377	0	9.90589400693413e-05	4.95294700346706e-05	7.52100867729144e-06	9.81267360766134e-09	16140.1686727906	1.22664094952334e-24
TMEM219	Flavodoxin_1	Flavodoxin_1--TMEM219	2	6.3351282863478e-05	Flavodoxin	Transmembrane219	16	0.000527721890563673	3	9.89478544806887e-05	1	3.29826181602296e-05	0	0	0	0.000396235760277365	9.90589400693413e-05	1.00939549274592e-07	7.85013888612908e-08	807.008433639531	2.53195592917029e-09
TMEM219	Radical_SAM	Radical_SAM--TMEM219	2	6.3351282863478e-05	RadicalSAMsuperfamily	Transmembrane219	23	0.00075860021768528	3	9.89478544806887e-05	1	3.29826181602296e-05	7	0.000230878327121607	0	0.000445765230312036	9.90589400693413e-05	1.00939549274592e-07	8.83140624689522e-08	717.340829901805	3.60423274982311e-09
TMPIT	CH	CH--TMPIT	48	0.00152043078872347	Calponinhomology(CH)domain	TMPIT-likeprotein	158	0.00521125366931627	3	9.89478544806887e-05	10	0.000329826181602296	32	0.00105544378112735	0	0.00331847449232293	9.90589400693413e-05	0.000743557144466722	6.5744913171331e-07	2312.62118296701	5.37760931507477e-146
TMPIT	LIM	LIM--TMPIT	48	0.00152043078872347	LIMdomain	TMPIT-likeprotein	39	0.00128632210824895	3	9.89478544806887e-05	10	0.000329826181602296	38	0.00125333949008872	0	0.00366518078256563	9.90589400693413e-05	0.000743557144466722	7.2613784696694e-07	2093.85971971337	6.98806101412183e-144
TMPIT	Orai-1	Orai-1--TMPIT	2	6.3351282863478e-05	MediatorofCRACchannelactivity	TMPIT-likeprotein	1	3.29826181602296e-05	3	9.89478544806887e-05	10	0.000329826181602296	2	6.59652363204591e-05	0	0.000148588410104012	9.90589400693413e-05	1.00939549274592e-07	2.94380208229841e-08	2152.02248970541	1.33676286800954e-10
TOPRIM_C	PAW	PAW--TOPRIM_C	2	6.3351282863478e-05	PNGaseC-terminaldomain,mannose-bindingmodulePAW	C-terminalassociateddomainofTOPRIM	0	0	0	0	10	0.000329826181602296	2	6.59652363204591e-05	0	4.95294700346706e-05	9.90589400693413e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
TPT	Nup84_Nup100	Nup84_Nup100--TPT	2	6.3351282863478e-05	Nuclearporeprotein84/107	Triose-phosphateTransporterfamily	9	0.000296843563442066	2	6.59652363204591e-05	11	0.000362808799762525	15	0.000494739272403443	0	4.95294700346706e-05	0.000445765230312036	1.00939549274592e-07	4.41570312344761e-08	1434.68165980361	4.51000286804387e-10
TRAPPC9-Trs120	BAR_3	BAR_3--TRAPPC9-Trs120	2	6.3351282863478e-05	BARdomainofAPPLfamily	TransportproteinTrs120orTRAPPC9,TRAPPIIcomplexsubunit	47	0.00155018305353079	2	6.59652363204591e-05	10	0.000329826181602296	5	0.000164913090801148	0	0.000594353640416047	4.95294700346706e-05	1.00939549274592e-07	5.8876041645968e-08	1076.01124485271	1.06866527778517e-09
TTD	JmjC	JmjC--TTD	4	0.000126702565726956	JmjCdomain,hydroxylase	TandemtudordomainwithinUHRF1	58	0.00191299185329331	6	0.000197895708961377	4	0.000131930472640918	8	0.000263860945281836	0	0.00123823675086677	9.90589400693413e-05	3.4094320602307e-06	2.45316840191535e-07	516.485397529298	2.3061562064316e-13
TTD	JmjN	JmjN--TTD	4	0.000126702565726956	jmjNdomain	TandemtudordomainwithinUHRF1	54	0.0017810613806524	6	0.000197895708961377	4	0.000131930472640918	0	0	0	0.000544824170381377	9.90589400693413e-05	3.4094320602307e-06	1.07939409684275e-07	1173.83044893023	3.8169920988693e-15
TTD	PEX11	PEX11--TTD	2	6.3351282863478e-05	Peroxisomalbiogenesisfactor11(PEX11)	TandemtudordomainwithinUHRF1	1	3.29826181602296e-05	6	0.000197895708961377	4	0.000131930472640918	2	6.59652363204591e-05	0	0.000148588410104012	9.90589400693413e-05	1.00939549274592e-07	2.94380208229841e-08	2152.02248970541	1.33676286800954e-10
Telomerase_RBD	CRAL_TRIO	CRAL_TRIO--Telomerase_RBD	2	6.3351282863478e-05	CRAL/TRIOdomain	Telomeraseribonucleoproteincomplex-RNAbindingdomain	28	0.000923513308486428	3	9.89478544806887e-05	0	0	5	0.000164913090801148	0	0.00079247152055473	4.95294700346706e-05	1.00939549274592e-07	7.85013888612907e-08	807.008433639532	2.53195592917029e-09
Telomerase_RBD	SH3-RhoG_link	SH3-RhoG_link--Telomerase_RBD	2	6.3351282863478e-05	SH3-RhoGEFlinkingunstructuredregion	Telomeraseribonucleoproteincomplex-RNAbindingdomain	11	0.000362808799762525	3	9.89478544806887e-05	0	0	0	0	0	9.90589400693413e-05	4.95294700346706e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
Ten_N	Peptidase_A22B	Peptidase_A22B--Ten_N	2	6.3351282863478e-05	Signalpeptidepeptidase	TeneurinIntracellularRegion	10	0.000329826181602296	6	0.000197895708961377	8	0.000263860945281836	4	0.000131930472640918	0	0.000247647350173353	0.000198117880138683	1.00939549274592e-07	9.81267360766136e-08	645.606746911624	4.94292955263685e-09
Tetraspannin	SWIB	SWIB--Tetraspannin	3	9.5026924295217e-05	SWIB/MDM2domain	Tetraspaninfamily	33	0.00108842639928758	18	0.000593687126884132	37	0.00122035687192849	2	6.59652363204591e-05	0	0.000247647350173353	0.0016840019811788	9.98575935606816e-07	8.34077256651213e-07	113.930602396169	1.9610389746566e-08
ThiF	PGI	PGI--ThiF	2	6.3351282863478e-05	Phosphoglucoseisomerase	ThiFfamily	6	0.000197895708961377	6	0.000197895708961377	29	0.000956495926646657	5	0.000164913090801148	0	9.90589400693413e-05	0.000495294700346706	1.00939549274592e-07	9.81267360766134e-08	645.606746911625	4.94292955263681e-09
Thioredoxin_8	C2	C2--Thioredoxin_8	4	0.000126702565726956	C2domain	Thioredoxin-like	159	0.0052442362874765	5	0.000164913090801148	12	0.000395791417922755	69	0.00227580065305584	0	0.00629024269440317	0.000198117880138683	3.4094320602307e-06	2.49241909634599e-06	50.8351769221751	2.3534957137083e-08
Thioredoxin_8	RhoGAP	RhoGAP--Thioredoxin_8	4	0.000126702565726956	RhoGAPdomain	Thioredoxin-like	34	0.0011214090174478	5	0.000164913090801148	12	0.000395791417922755	49	0.00161614828985125	0	0.00341753343239227	0.000198117880138683	3.4094320602307e-06	1.35414895785727e-06	93.5661952045832	1.14795458454678e-09
Thymidylat_synt	CoA_transf_3	CoA_transf_3--Thymidylat_synt	2	6.3351282863478e-05	CoA-transferasefamilyIII	Thymidylatesynthase	16	0.000527721890563673	0	0	8	0.000263860945281836	18	0.000593687126884132	0	9.90589400693413e-05	4.95294700346706e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
Thyroglobulin_1	Snf7	Snf7--Thyroglobulin_1	8	0.000253405131453912	Snf7	Thyroglobulintype-1repeat	15	0.000494739272403443	11	0.000362808799762525	50	0.00164913090801148	3	9.89478544806887e-05	0	0.000643883110450718	0.000842000990589401	2.88486245454411e-05	1.08430043364658e-06	233.703799787014	1.72260480744876e-19
Toprim	PAW	PAW--Toprim	2	6.3351282863478e-05	PNGaseC-terminaldomain,mannose-bindingmodulePAW	Toprimdomain	0	0	1	3.29826181602296e-05	17	0.000560704508723902	2	6.59652363204591e-05	0	4.95294700346706e-05	0.000198117880138683	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
Tox-GHH	Peptidase_A22B	Peptidase_A22B--Tox-GHH	2	6.3351282863478e-05	Signalpeptidepeptidase	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin	10	0.000329826181602296	15	0.000494739272403443	0	0	4	0.000131930472640918	0	0.000247647350173353	0.000198117880138683	1.00939549274592e-07	9.81267360766136e-08	645.606746911624	4.94292955263685e-09
Tropomyosin	Pkinase_Tyr	Pkinase_Tyr--Tropomyosin	5	0.000158378207158695	Proteintyrosinekinase	Tropomyosin	137	0.00451861868795145	4	0.000131930472640918	16	0.000527721890563673	184	0.00606880174148224	0	0.00633977216443784	0.000198117880138683	7.52100867729144e-06	2.51204444356131e-06	63.0475338780882	3.22684081136037e-10
Tubulin-binding	Myb_DNA-binding	Myb_DNA-binding--Tubulin-binding	49	0.00155210643015521	Myb-likeDNA-bindingdomain	TauandMAPprotein,tubulin-bindingrepeat	41	0.00135228734456941	5	0.000164913090801148	4	0.000131930472640918	10	0.000329826181602296	0	0.00123823675086677	0.000148588410104012	0.0007654389769014	3.67975260287302e-07	4217.9640798226	5.62064639356905e-162
Tubulin-binding	SWIRM	SWIRM--Tubulin-binding	49	0.00155210643015521	SWIRMdomain	TauandMAPprotein,tubulin-bindingrepeat	12	0.000395791417922755	5	0.000164913090801148	4	0.000131930472640918	3	9.89478544806887e-05	0	0.000247647350173353	0.000148588410104012	0.0007654389769014	7.35950520574601e-08	21089.8203991131	6.38611569288988e-197
Tubulin-binding	SWIRM-assoc_2	SWIRM-assoc_2--Tubulin-binding	50	0.00158378207158695	SWIRM-associateddomainattheN-terminal	TauandMAPprotein,tubulin-bindingrepeat	21	0.000692634981364821	5	0.000164913090801148	4	0.000131930472640918	2	6.59652363204591e-05	0	9.90589400693413e-05	0.000148588410104012	0.000787420539609562	2.94380208229841e-08	53800.5622426354	1.47486904737377e-221
Tubulin-binding	SWIRM-assoc_3	SWIRM-assoc_3--Tubulin-binding	49	0.00155210643015521	SWIRM-associateddomainattheC-terminal	TauandMAPprotein,tubulin-bindingrepeat	10	0.000329826181602296	5	0.000164913090801148	4	0.000131930472640918	3	9.89478544806887e-05	0	9.90589400693413e-05	0.000148588410104012	0.0007654389769014	2.94380208229841e-08	52724.5509977826	8.10641736291342e-217
Tweety	DUF2373	DUF2373--Tweety	2	6.3351282863478e-05	Uncharacterisedconservedprotein(DUF2373)	Tweety	1	3.29826181602296e-05	1	3.29826181602296e-05	20	0.000659652363204591	2	6.59652363204591e-05	0	4.95294700346706e-05	0.000148588410104012	1.00939549274592e-07	1.4719010411492e-08	4304.04497941083	1.67153595383237e-11
Tweety	MAD	MAD--Tweety	8	0.000253405131453912	Mitoticcheckpointprotein	Tweety	7	0.000230878327121607	1	3.29826181602296e-05	20	0.000659652363204591	12	0.000395791417922755	0	4.95294700346706e-05	0.000148588410104012	2.88486245454411e-05	1.4719010411492e-08	17216.1799176433	2.77932197651483e-36
U-box	fn1	fn1--U-box	3	9.5026924295217e-05	FibronectintypeIdomain	U-boxdomain	8	0.000263860945281836	3	9.89478544806887e-05	4	0.000131930472640918	1	3.29826181602296e-05	0	0.000198117880138683	0.000346706290242694	9.98575935606816e-07	1.37377430507259e-07	691.721514548169	1.46878953533901e-11
UCR_14kD	Kelch_6	Kelch_6--UCR_14kD	2	6.3351282863478e-05	Kelchmotif	Ubiquinol-cytochromeCreductasecomplex14kDsubunit	6	0.000197895708961377	2	6.59652363204591e-05	0	0	1	3.29826181602296e-05	0	0.000495294700346706	4.95294700346706e-05	1.00939549274592e-07	4.90633680383067e-08	1291.21349382325	6.18584233291139e-10
UDPG_MGDP_dh_N	DUF2615	DUF2615--UDPG_MGDP_dh_N	2	6.3351282863478e-05	Proteinofunknownfunction(DUF2615)	UDP-glucose/GDP-mannosedehydrogenasefamily,NADbindingdomain	0	0	0	0	2	6.59652363204591e-05	3	9.89478544806887e-05	0	4.95294700346706e-05	4.95294700346706e-05	1.00939549274592e-07	4.90633680383067e-09	12912.1349382325	6.19231229624412e-13
UPA	PDZ_assoc	PDZ_assoc--UPA	2	6.3351282863478e-05	PDZ-associateddomainofNMDAreceptors	UPAdomain	3	9.89478544806887e-05	6	0.000197895708961377	1	3.29826181602296e-05	4	0.000131930472640918	0	0.000198117880138683	0.000247647350173353	1.00939549274592e-07	9.81267360766136e-08	645.606746911624	4.94292955263685e-09
UPAR_LY6	DUF525	DUF525--UPAR_LY6	3	9.5026924295217e-05	ApaGdomain	u-PAR/Ly-6domain	0	0	2	6.59652363204591e-05	8	0.000263860945281836	7	0.000230878327121607	0	9.90589400693413e-05	0.000891530460624071	9.98575935606816e-07	1.76628124937904e-07	538.005622426354	4.00965540253594e-11
UPAR_LY6	SMI1_KNR4	SMI1_KNR4--UPAR_LY6	3	9.5026924295217e-05	SMI1/KNR4family(SUKH-1)	u-PAR/Ly-6domain	0	0	2	6.59652363204591e-05	8	0.000263860945281836	5	0.000164913090801148	0	4.95294700346706e-05	0.000891530460624071	9.98575935606816e-07	8.8314062468952e-08	1076.01124485271	2.51162898459439e-12
UPF0160	Drf_FH3	Drf_FH3--UPF0160	2	6.3351282863478e-05	DiaphanousFH3Domain	Uncharacterisedproteinfamily(UPF0160)	5	0.000164913090801148	4	0.000131930472640918	1	3.29826181602296e-05	5	0.000164913090801148	0	0.000445765230312036	4.95294700346706e-05	1.00939549274592e-07	4.41570312344761e-08	1434.68165980361	4.51000286804387e-10
UPF0160	Drf_GBD	Drf_GBD--UPF0160	2	6.3351282863478e-05	DiaphanousGTPase-bindingDomain	Uncharacterisedproteinfamily(UPF0160)	16	0.000527721890563673	4	0.000131930472640918	1	3.29826181602296e-05	3	9.89478544806887e-05	0	0.000445765230312036	4.95294700346706e-05	1.00939549274592e-07	4.41570312344761e-08	1434.68165980361	4.51000286804387e-10
UPF0160	FH2	FH2--UPF0160	2	6.3351282863478e-05	ForminHomology2Domain	Uncharacterisedproteinfamily(UPF0160)	13	0.000428774036082984	4	0.000131930472640918	1	3.29826181602296e-05	12	0.000395791417922755	0	0.000742942050520059	4.95294700346706e-05	1.00939549274592e-07	7.359505205746e-08	860.808995882168	2.08650972089964e-09
UPF0183	Arf	Arf--UPF0183	3	9.5026924295217e-05	ADP-ribosylationfactorfamily	Uncharacterisedproteinfamily(UPF0183)	21	0.000692634981364821	2	6.59652363204591e-05	7	0.000230878327121607	7	0.000230878327121607	0	0.0016840019811788	4.95294700346706e-05	9.98575935606816e-07	1.66815451330243e-07	569.653011980846	3.19095230500771e-11
UPRTase	RGS-like	RGS-like--UPRTase	32	0.00101362052581565	RegulatorofGproteinsignalling-likedomain	Uracilphosphoribosyltransferase	5	0.000164913090801148	1	3.29826181602296e-05	1	3.29826181602296e-05	2	6.59652363204591e-05	0	0.000148588410104012	9.90589400693413e-05	0.00041010951496312	2.94380208229841e-08	34432.3598352867	1.00856128876803e-137
Uteroglobin	TAF	TAF--Uteroglobin	2	6.3351282863478e-05	TATAboxbindingproteinassociatedfactor(TAF)	Uteroglobinfamily	4	0.000131930472640918	2	6.59652363204591e-05	0	0	0	0	0	9.90589400693413e-05	0.000495294700346706	1.00939549274592e-07	9.81267360766134e-08	645.606746911625	4.94292955263681e-09
V-SNARE_C	CTNNB1_binding	CTNNB1_binding--V-SNARE_C	3	9.5026924295217e-05	N-terminalCTNNB1binding	SnareregionanchoredinthevesiclemembraneC-terminus	19	0.000626669745044362	5	0.000164913090801148	11	0.000362808799762525	2	6.59652363204591e-05	0	0.000198117880138683	0.000297176820208024	9.98575935606816e-07	1.17752083291937e-07	807.008433639529	7.93208969342477e-12
VIR_N	Syntaphilin	Syntaphilin--VIR_N	2	6.3351282863478e-05	Golgi-localisedsyntaxin-1-bindingclamp	Virilizer,N-terminal	0	0	0	0	5	0.000164913090801148	3	9.89478544806887e-05	0	9.90589400693413e-05	4.95294700346706e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
VPS13_C	PABP	PABP--VPS13_C	2	6.3351282863478e-05	Poly-adenylatebindingprotein,uniquedomain	Vacuolar-sorting-associated13proteinC-terminal	5	0.000164913090801148	4	0.000131930472640918	1	3.29826181602296e-05	5	0.000164913090801148	0	0.000247647350173353	0.000198117880138683	1.00939549274592e-07	9.81267360766136e-08	645.606746911624	4.94292955263685e-09
Vault	HHH_3	HHH_3--Vault	2	6.3351282863478e-05	Helix-hairpin-helixmotif	MajorVaultProteinrepeatdomain	2	6.59652363204591e-05	1	3.29826181602296e-05	4	0.000131930472640918	4	0.000131930472640918	0	0.000198117880138683	4.95294700346706e-05	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
Vinculin	AI-2E_transport	AI-2E_transport--Vinculin	2	6.3351282863478e-05	AI-2Efamilytransporter	Vinculinfamily	0	0	9	0.000296843563442066	30	0.000989478544806887	3	9.89478544806887e-05	0	4.95294700346706e-05	0.000247647350173353	1.00939549274592e-07	2.45316840191533e-08	2582.4269876465	7.7367948328775e-11
WD40_alt	ThiF	ThiF--WD40_alt	2	6.3351282863478e-05	ThiFfamily	AlternativeWD40repeatmotif	29	0.000956495926646657	2	6.59652363204591e-05	0	0	6	0.000197895708961377	0	0.000495294700346706	4.95294700346706e-05	1.00939549274592e-07	4.90633680383067e-08	1291.21349382325	6.18584233291139e-10
WW	Tox-GHH	Tox-GHH--WW	3	9.5026924295217e-05	GHHsignaturecontainingHNH/EndoVIIsuperfamilynucleasetoxin	WWdomain	0	0	25	0.000824565454005739	74	0.00244071374385699	15	0.000494739272403443	0	0.000198117880138683	0.00188211986131748	9.98575935606816e-07	7.45763194182262e-07	127.422384258873	1.25612436306153e-08
XRN_N	FATC	FATC--XRN_N	3	9.5026924295217e-05	FATCdomain	XRN5'-3'exonucleaseN-terminus	0	0	1	3.29826181602296e-05	10	0.000329826181602296	14	0.000461756654243214	0	0.000247647350173353	9.90589400693413e-05	9.98575935606816e-07	4.90633680383067e-08	1936.82024073488	2.39494697851194e-13
YEATS	Lys	Lys--YEATS	4	0.000126702565726956	C-typelysozyme/alpha-lactalbuminfamily	YEATSfamily	4	0.000131930472640918	6	0.000197895708961377	40	0.00131930472640918	12	0.000395791417922755	0	0.000445765230312036	0.000198117880138683	3.4094320602307e-06	1.76628124937905e-07	717.340829901803	4.47029065462348e-14
Y_phosphatase	LMBR1	LMBR1--Y_phosphatase	3	9.5026924295217e-05	LMBR1-likemembraneprotein	Protein-tyrosinephosphatase	15	0.000494739272403443	38	0.00125333949008872	27	0.000890530690326198	1	3.29826181602296e-05	0	0.000198117880138683	0.00183259039128281	9.98575935606816e-07	7.2613784696694e-07	130.866232482086	1.12958837982999e-08
ZZ	BCOR	BCOR--ZZ	5	0.000158378207158695	BCL-6co-repressor,non-ankyrin-repeatregion	Zincfinger,ZZtype	1	3.29826181602296e-05	14	0.000461756654243214	28	0.000923513308486428	6	0.000197895708961377	0	9.90589400693413e-05	0.000842000990589401	7.52100867729144e-06	1.66815451330243e-07	949.421686634742	2.94826374203099e-17
ZZ	PUFD	PUFD--ZZ	5	0.000158378207158695	BCORL-PCGF1-bindingdomain	Zincfinger,ZZtype	0	0	14	0.000461756654243214	28	0.000923513308486428	6	0.000197895708961377	0	9.90589400693413e-05	0.000842000990589401	7.52100867729144e-06	1.66815451330243e-07	949.421686634742	2.94826374203099e-17
Zona_pellucida	Sortilin-Vps10	Sortilin-Vps10--Zona_pellucida	4	0.000126702565726956	Sortilin,neurotensinreceptor3,	Zonapellucida-likedomain	14	0.000461756654243214	9	0.000296843563442066	3	9.89478544806887e-05	2	6.59652363204591e-05	0	0.000247647350173353	0.000891530460624071	3.4094320602307e-06	4.4157031234476e-07	286.936331960722	4.3352073397835e-12
p450	ADH_N	ADH_N--p450	16	0.000506810262907824	AlcoholdehydrogenaseGroES-likedomain	CytochromeP450	4	0.000131930472640918	17	0.000560704508723902	23	0.00075860021768528	2	6.59652363204591e-05	0	0.00079247152055473	0.00302129767211491	0.000127790764585245	4.78858472053874e-06	105.837171624857	2.7307999794782e-29
p450	ADH_zinc_N	ADH_zinc_N--p450	16	0.000506810262907824	Zinc-bindingdehydrogenase	CytochromeP450	3	9.89478544806887e-05	17	0.000560704508723902	23	0.00075860021768528	6	0.000197895708961377	0	0.00079247152055473	0.00302129767211491	0.000127790764585245	4.78858472053874e-06	105.837171624857	2.7307999794782e-29
