domain	absolute_number	freq	Pfam_id	Pfam_description
RR_TM4-6	7	0.000230878327121607	PF06459	RyanodineReceptorTM4-6
RS4NT	7	0.000230878327121607	PF08071	RS4NT(NUC023)domain
RSB_motif	1	3.29826181602296e-05	PF16294	RNSP1-SAP18binding(RSB)motif
RSN1_7TM	2	6.59652363204591e-05	PF02714	Calcium-dependentchannel,7TMregion,putativephosphate
RSN1_TM	2	6.59652363204591e-05	PF13967	Lateexocytosis,associatedwithGolgitransport
RSRP	3	9.89478544806887e-05	PF17069	Arginine/Serine-Richprotein1
RTC	6	0.000197895708961377	PF01137	RNA3'-terminalphosphatecyclase
RTC_insert	5	0.000164913090801148	PF05189	RNA3'-terminalphosphatecyclase(RTC),insertdomain
RTP1_C1	7	0.000230878327121607	PF10363	RequiredfornucleartransportofRNApolIIC-terminus1
RTP1_C2	7	0.000230878327121607	PF10304	RequiredfornucleartransportofRNApolIIC-terminus2
RTTN_N	3	9.89478544806887e-05	PF14726	Rotatin,anarmadillorepeatprotein,centriolefunctioning
RUN	27	0.000890530690326198	PF02759	RUNdomain
RVT_1	6	0.000197895708961377	PF00078	Reversetranscriptase(RNA-dependentDNApolymerase)
RWD	12	0.000395791417922755	PF05773	RWDdomain
RYDR_ITPR	24	0.000791582835845509	PF01365	RIHdomain
Rab3-GTPase_cat	2	6.59652363204591e-05	PF13890	Rab3GTPase-activatingproteincatalyticsubunit
Rab5-bind	1	3.29826181602296e-05	PF09311	Rabaptin-likeprotein
Rab5ip	3	9.89478544806887e-05	PF07019	Rab5-interactingprotein(Rab5ip)
RabGAP-TBC	59	0.00194597447145354	PF00566	Rab-GTPase-TBCdomain
Rab_eff_C	1	3.29826181602296e-05	PF04698	RabeffectorMyRIP/melanophilinC-terminus
Rabaptin	9	0.000296843563442066	PF03528	Rabaptin
Rad1	1	3.29826181602296e-05	PF02144	RepairproteinRad1/Rec1/Rad17
Rad17	3	9.89478544806887e-05	PF03215	Rad17P-loopdomain
Rad21_Rec8	1	3.29826181602296e-05	PF04824	ConservedregionofRad21/Rec8likeprotein
Rad21_Rec8_N	2	6.59652363204591e-05	PF04825	NterminusofRad21/Rec8likeprotein
Rad51	23	0.00075860021768528	PF08423	Rad51
Rad52_Rad22	2	6.59652363204591e-05	PF04098	Rad52/22familydouble-strandbreakrepairprotein
Rad60-SLD	4	0.000131930472640918	PF11976	Ubiquitin-2likeRad60SUMO-like
Rad60-SLD_2	1	3.29826181602296e-05	PF13881	Ubiquitin-2likeRad60SUMO-like
Radical_SAM	30	0.000989478544806887	PF04055	RadicalSAMsuperfamily
Radical_SAM_C	2	6.59652363204591e-05	PF16199	Radical_SAMC-terminaldomain
Raftlin	3	9.89478544806887e-05	PF15250	Raftlin
RanGAP1_C	1	3.29826181602296e-05	PF07834	RanGAP1C-terminaldomain
Ran_BP1	1	3.29826181602296e-05	PF00638	RanBP1domain
Rap_GAP	24	0.000791582835845509	PF02145	Rap/ran-GAP
Raptor_N	8	0.000263860945281836	PF14538	RaptorN-terminalCASPaselikedomain
Ras	201	0.00662950625020614	PF00071	Rasfamily
RasGAP	25	0.000824565454005739	PF00616	GTPase-activatorproteinforRas-likeGTPase
RasGAP_C	4	0.000131930472640918	PF03836	RasGAPC-terminus
RasGEF	23	0.00075860021768528	PF00617	RasGEFdomain
RasGEF_N	13	0.000428774036082984	PF00618	RasGEFN-terminalmotif
Rav1p_C	4	0.000131930472640918	PF12234	RAVEprotein1Cterminal
Rb_C	5	0.000164913090801148	PF08934	RbC-terminaldomain
Rdx	5	0.000164913090801148	PF10262	Rdxfamily
RecQ5	1	3.29826181602296e-05	PF06959	RecQhelicaseprotein-like5(RecQ5)
RecQ_Zn_bind	8	0.000263860945281836	PF16124	RecQzinc-binding
Recep_L_domain	104	0.00343019228866387	PF01030	ReceptorLdomain
Receptor_IA-2	3	9.89478544806887e-05	PF11548	Protein-tyrosinephosphatasereceptorIA-2
Redoxin	1	3.29826181602296e-05	PF08534	Redoxin
Reeler	19	0.000626669745044362	PF02014	Reelerdomain
RelB_leu_zip	5	0.000164913090801148	PF16180	RelBleucinezipper
Rep-A_N	2	6.59652363204591e-05	PF04057	Replicationfactor-Aprotein1,N-terminaldomain
Rep_fac-A_3	1	3.29826181602296e-05	PF08661	ReplicationfactorAprotein3
Rep_fac-A_C	4	0.000131930472640918	PF08646	Replicationfactor-ACterminaldomain
Rep_fac_C	4	0.000131930472640918	PF08542	ReplicationfactorCC-terminaldomain
Reprolysin	44	0.0014512351990501	PF01421	Reprolysin(M12B)familyzincmetalloprotease
Reprolysin_2	2	6.59652363204591e-05	PF13574	Metallo-peptidasefamilyM12BReprolysin-like
Reprolysin_5	6	0.000197895708961377	PF13688	Metallo-peptidasefamilyM12
Requiem_N	4	0.000131930472640918	PF14051	N-terminaldomainofDPF2/REQ.
Rer1	2	6.59652363204591e-05	PF03248	Rer1family
ResIII	4	0.000131930472640918	PF04851	TypeIIIrestrictionenzyme,ressubunit
Reticulon	4	0.000131930472640918	PF02453	Reticulon
Rft-1	2	6.59652363204591e-05	PF04506	Rftprotein
Rgp1	3	9.89478544806887e-05	PF08737	Rgp1
RhoGAP	85	0.00280352254361951	PF00620	RhoGAPdomain
RhoGAP-FF1	11	0.000362808799762525	PF16512	p190-Aand-BRhoGAPsFFdomain
RhoGEF	117	0.00385896632474686	PF00621	RhoGEFdomain
RhoGEF67_u1	4	0.000131930472640918	PF16615	UnstructuredregiononeonRhoGEF6and7
RhoGEF67_u2	1	3.29826181602296e-05	PF16614	UnstructuredregiontwoonRhoGEF6and7
Rho_Binding	3	9.89478544806887e-05	PF08912	RhoBinding
Rho_GDI	8	0.000263860945281836	PF02115	RHOproteinGDPdissociationinhibitor
Rhodanese	13	0.000428774036082984	PF00581	Rhodanese-likedomain
Rhomboid	11	0.000362808799762525	PF01694	Rhomboidfamily
Rib_5-P_isom_A	2	6.59652363204591e-05	PF06026	Ribose5-phosphateisomeraseA(phosphoriboisomeraseA)
Rib_recp_KP_reg	11	0.000362808799762525	PF05104	Ribosomereceptorlysine/prolinerichregion
Ribonuc_2-5A	1	3.29826181602296e-05	PF06479	Ribonuclease2-5A
Ribonuc_L-PSP	1	3.29826181602296e-05	PF01042	EndoribonucleaseL-PSP
Ribonuc_red_sm	3	9.89478544806887e-05	PF00268	Ribonucleotidereductase,smallchain
Ribonucleas_3_3	1	3.29826181602296e-05	PF14622	Ribonuclease-III-like
Ribonuclease_3	2	6.59652363204591e-05	PF00636	RibonucleaseIIIdomain
Ribophorin_I	4	0.000131930472640918	PF04597	RibophorinI
Ribophorin_II	9	0.000296843563442066	PF05817	OligosaccharyltransferasesubunitRibophorinII
Ribos_L4_asso_C	1	3.29826181602296e-05	PF14374	60SribosomalproteinL4C-terminaldomain
Ribosomal_60s	4	0.000131930472640918	PF00428	60sAcidicribosomalprotein
Ribosomal_L1	3	9.89478544806887e-05	PF00687	RibosomalproteinL1p/L10efamily
Ribosomal_L10	1	3.29826181602296e-05	PF00466	RibosomalproteinL10
Ribosomal_L11	4	0.000131930472640918	PF00298	RibosomalproteinL11,RNAbindingdomain
Ribosomal_L11_N	4	0.000131930472640918	PF03946	RibosomalproteinL11,N-terminaldomain
Ribosomal_L12	1	3.29826181602296e-05	PF00542	RibosomalproteinL7/L12C-terminaldomain
Ribosomal_L12_N	3	9.89478544806887e-05	PF16320	RibosomalproteinL7/L12dimerisationdomain
Ribosomal_L13	2	6.59652363204591e-05	PF00572	RibosomalproteinL13
Ribosomal_L13e	2	6.59652363204591e-05	PF01294	RibosomalproteinL13e
Ribosomal_L14	5	0.000164913090801148	PF00238	RibosomalproteinL14p/L23e
Ribosomal_L15e	2	6.59652363204591e-05	PF00827	RibosomalL15
Ribosomal_L18_c	4	0.000131930472640918	PF14204	RibosomalL18C-terminalregion
Ribosomal_L18p	2	6.59652363204591e-05	PF00861	RibosomalL18ofarchaea,bacteria,mitoch.andchloroplast
Ribosomal_L19e	1	3.29826181602296e-05	PF01280	RibosomalproteinL19e
Ribosomal_L2	1	3.29826181602296e-05	PF00181	RibosomalProteinsL2,RNAbindingdomain
Ribosomal_L20	2	6.59652363204591e-05	PF00453	RibosomalproteinL20
Ribosomal_L21p	4	0.000131930472640918	PF00829	RibosomalprokaryoticL21protein
Ribosomal_L22e	5	0.000164913090801148	PF01776	RibosomalL22eproteinfamily
Ribosomal_L24e	6	0.000197895708961377	PF01246	RibosomalproteinL24e
Ribosomal_L26	1	3.29826181602296e-05	PF16906	RibosomalproteinsL26eukaryotic,L24Parchaeal
Ribosomal_L27A	1	3.29826181602296e-05	PF00828	Ribosomalproteins50S-L15,50S-L18e,60S-L27A
Ribosomal_L27e	2	6.59652363204591e-05	PF01777	RibosomalL27eproteinfamily
Ribosomal_L28e	2	6.59652363204591e-05	PF01778	RibosomalL28eproteinfamily
Ribosomal_L2_C	1	3.29826181602296e-05	PF03947	RibosomalProteinsL2,C-terminaldomain
Ribosomal_L3	6	0.000197895708961377	PF00297	RibosomalproteinL3
Ribosomal_L30_N	2	6.59652363204591e-05	PF08079	RibosomalL30N-terminaldomain
Ribosomal_L31e	3	9.89478544806887e-05	PF01198	RibosomalproteinL31e
Ribosomal_L33	2	6.59652363204591e-05	PF00471	RibosomalproteinL33
Ribosomal_L35p	1	3.29826181602296e-05	PF01632	RibosomalproteinL35
Ribosomal_L36e	3	9.89478544806887e-05	PF01158	RibosomalproteinL36e
Ribosomal_L37ae	3	9.89478544806887e-05	PF01780	RibosomalL37aeproteinfamily
Ribosomal_L38e	3	9.89478544806887e-05	PF01781	RibosomalL38eproteinfamily
Ribosomal_L39	1	3.29826181602296e-05	PF00832	RibosomalL39protein
Ribosomal_L4	1	3.29826181602296e-05	PF00573	RibosomalproteinL4/L1family
Ribosomal_L40e	4	0.000131930472640918	PF01020	RibosomalL40efamily
Ribosomal_L44	1	3.29826181602296e-05	PF00935	RibosomalproteinL44
Ribosomal_L5	3	9.89478544806887e-05	PF00281	RibosomalproteinL5
Ribosomal_L5_C	3	9.89478544806887e-05	PF00673	ribosomalL5PfamilyC-terminus
Ribosomal_L5e	3	9.89478544806887e-05	PF17144	Ribosomallargesubunitproteins60SL5,and50SL18
Ribosomal_L6	5	0.000164913090801148	PF00347	RibosomalproteinL6
Ribosomal_L6e	1	3.29826181602296e-05	PF01159	RibosomalproteinL6e
Ribosomal_L7Ae	7	0.000230878327121607	PF01248	RibosomalproteinL7Ae/L30e/S12e/Gadd45family
Ribosomal_S10	10	0.000329826181602296	PF00338	RibosomalproteinS10p/S20e
Ribosomal_S11	5	0.000164913090801148	PF00411	RibosomalproteinS11
Ribosomal_S13	2	6.59652363204591e-05	PF00416	RibosomalproteinS13/S18
Ribosomal_S14	6	0.000197895708961377	PF00253	RibosomalproteinS14p/S29e
Ribosomal_S16	14	0.000461756654243214	PF00886	RibosomalproteinS16
Ribosomal_S17	3	9.89478544806887e-05	PF00366	RibosomalproteinS17
Ribosomal_S17_N	2	6.59652363204591e-05	PF16205	Ribosomal_S17N-terminal
Ribosomal_S17e	1	3.29826181602296e-05	PF00833	RibosomalS17
Ribosomal_S18	2	6.59652363204591e-05	PF01084	RibosomalproteinS18
Ribosomal_S19e	16	0.000527721890563673	PF01090	RibosomalproteinS19e
Ribosomal_S2	3	9.89478544806887e-05	PF00318	RibosomalproteinS2
Ribosomal_S21	3	9.89478544806887e-05	PF01165	RibosomalproteinS21
Ribosomal_S21e	3	9.89478544806887e-05	PF01249	RibosomalproteinS21e
Ribosomal_S24e	2	6.59652363204591e-05	PF01282	RibosomalproteinS24e
Ribosomal_S25	3	9.89478544806887e-05	PF03297	S25ribosomalprotein
Ribosomal_S27	2	6.59652363204591e-05	PF01599	RibosomalproteinS27a
Ribosomal_S27e	1	3.29826181602296e-05	PF01667	RibosomalproteinS27
Ribosomal_S3Ae	1	3.29826181602296e-05	PF01015	RibosomalS3Aefamily
Ribosomal_S3_C	4	0.000131930472640918	PF00189	RibosomalproteinS3,C-terminaldomain
Ribosomal_S4	2	6.59652363204591e-05	PF00163	RibosomalproteinS4/S9N-terminaldomain
Ribosomal_S4e	8	0.000263860945281836	PF00900	RibosomalfamilyS4e
Ribosomal_S5	4	0.000131930472640918	PF00333	RibosomalproteinS5,N-terminaldomain
Ribosomal_S5_C	4	0.000131930472640918	PF03719	RibosomalproteinS5,C-terminaldomain
Ribosomal_S6	4	0.000131930472640918	PF01250	RibosomalproteinS6
Ribosomal_S6e	3	9.89478544806887e-05	PF01092	RibosomalproteinS6e
Ribosomal_S7	3	9.89478544806887e-05	PF00177	RibosomalproteinS7p/S5e
Ribosomal_S8	3	9.89478544806887e-05	PF00410	RibosomalproteinS8
Ribosomal_S8e	6	0.000197895708961377	PF01201	RibosomalproteinS8e
Ribosomal_S9	1	3.29826181602296e-05	PF00380	RibosomalproteinS9/S16
Ric8	4	0.000131930472640918	PF10165	Guaninenucleotideexchangefactorsynembryn
Ricin_B_lectin	18	0.000593687126884132	PF00652	Ricin-typebeta-trefoillectindomain
Rif1_N	2	6.59652363204591e-05	PF12231	Rap1-interactingfactor1Nterminal
RmlD_sub_bind	4	0.000131930472640918	PF04321	RmlDsubstratebindingdomain
RnaseA	1	3.29826181602296e-05	PF00074	Pancreaticribonuclease
Robl_LC7	2	6.59652363204591e-05	PF03259	Roadblock/LC7domain
Roc	6	0.000197895708961377	PF08477	RasofComplex,Roc,domainofDAPkinase
Rod_C	1	3.29826181602296e-05	PF10493	RoughdealproteinC-terminalregion
Rogdi_lz	1	3.29826181602296e-05	PF10259	Rogdileucinezippercontainingprotein
Rootletin	1	3.29826181602296e-05	PF15035	Ciliaryrootletcomponent,centrosomecohesion
Rotamase	1	3.29826181602296e-05	PF00639	PPIC-typePPIASEdomain
Rpn3_C	3	9.89478544806887e-05	PF08375	ProteasomeregulatorysubunitC-terminal
RrnaAD	3	9.89478544806887e-05	PF00398	RibosomalRNAadeninedimethylase
Rrp44_CSD1	8	0.000263860945281836	PF17216	Rrp44-likecoldshockdomain
RsfS	2	6.59652363204591e-05	PF02410	Ribosomalsilencingfactorduringstarvation
RtcB	1	3.29826181602296e-05	PF01139	tRNA-splicingligaseRtcB
Rtf2	5	0.000164913090801148	PF04641	Rtf2RING-finger
Rtt106	2	6.59652363204591e-05	PF08512	HistonechaperoneRttp106-like
Rubis-subs-bind	4	0.000131930472640918	PF09273	RubiscoLSMTsubstrate-binding
Runt	41	0.00135228734456941	PF00853	Runtdomain
RunxI	4	0.000131930472640918	PF08504	Runxinhibitiondomain
RyR	7	0.000230878327121607	PF02026	RyRdomain
S-AdoMet_synt_C	1	3.29826181602296e-05	PF02773	S-adenosylmethioninesynthetase,C-terminaldomain
S-AdoMet_synt_M	1	3.29826181602296e-05	PF02772	S-adenosylmethioninesynthetase,centraldomain
S-AdoMet_synt_N	1	3.29826181602296e-05	PF00438	S-adenosylmethioninesynthetase,N-terminaldomain
S1	11	0.000362808799762525	PF00575	S1RNAbindingdomain
S1-like	13	0.000428774036082984	PF14444	S1-like
S100PBPR	2	6.59652363204591e-05	PF15427	S100P-bindingprotein
S10_plectin	5	0.000164913090801148	PF03501	Plectin/S10domain
S4	1	3.29826181602296e-05	PF01479	S4domain
S8_pro-domain	7	0.000230878327121607	PF16470	PeptidaseS8pro-domain
SAB	8	0.000263860945281836	PF04382	SABdomain
SAC3_GANP	3	9.89478544806887e-05	PF03399	SAC3/GANPfamily
SAD_SRA	8	0.000263860945281836	PF02182	SAD/SRAdomain
SAGA-Tad1	1	3.29826181602296e-05	PF12767	TranscriptionalregulatorofRNApolII,SAGA,subunit
SAM_1	73	0.00240773112569676	PF00536	SAMdomain(Sterilealphamotif)
SAM_2	48	0.00158316567169102	PF07647	SAMdomain(Sterilealphamotif)
SAM_PNT	25	0.000824565454005739	PF02198	Sterilealphamotif(SAM)/Pointeddomain
SAM_decarbox	4	0.000131930472640918	PF01536	Adenosylmethioninedecarboxylase
SAND	13	0.000428774036082984	PF01342	SANDdomain
SAP	42	0.00138526996272964	PF02037	SAPdomain
SAP18	1	3.29826181602296e-05	PF06487	Sin3associatedpolypeptidep18(SAP18)
SAP25	1	3.29826181602296e-05	PF15476	HistonedeacetylasecomplexsubunitSAP25
SAPS	22	0.00072561759952505	PF04499	SIT4phosphatase-associatedprotein
SARA	1	3.29826181602296e-05	PF11409	Smadanchorforreceptoractivation(SARA)
SARAF	2	6.59652363204591e-05	PF06682	SOCE-associatedregulatoryfactorofcalciumhomoeostasis
SART-1	2	6.59652363204591e-05	PF03343	SART-1family
SASA	1	3.29826181602296e-05	PF03629	Carbohydrateesterase,sialicacid-specificacetylesterase
SBDS	1	3.29826181602296e-05	PF01172	Shwachman-Bodian-Diamondsyndrome(SBDS)protein
SBF2	4	0.000131930472640918	PF12335	Myotubularinprotein
SBF_like	1	3.29826181602296e-05	PF13593	SBF-likeCPAtransporterfamily(DUF4137)
SBP56	1	3.29826181602296e-05	PF05694	56kDaseleniumbindingprotein(SBP56)
SCA7	2	6.59652363204591e-05	PF08313	SCA7,zinc-bindingdomain
SCAI	1	3.29826181602296e-05	PF12070	ProteinSCAI
SCAMP	7	0.000230878327121607	PF04144	SCAMPfamily
SCAN	18	0.000593687126884132	PF02023	SCANdomain
SCAPER_N	4	0.000131930472640918	PF16501	SphasecyclinA-associatedproteinintheendoplasmicreticulum
SCHIP-1	1	3.29826181602296e-05	PF10148	Schwannomin-interactingprotein1
SCIMP	1	3.29826181602296e-05	PF15050	SCIMPprotein
SCNM1_acidic	1	3.29826181602296e-05	PF15805	AcidicC-terminalregionofsodiumchannelmodifier1SCNM1
SCO1-SenC	1	3.29826181602296e-05	PF02630	SCO1/SenC
SCP2	6	0.000197895708961377	PF02036	SCP-2steroltransferfamily
SDA1	1	3.29826181602296e-05	PF05285	SDA1
SDF	14	0.000461756654243214	PF00375	Sodium:dicarboxylatesymporterfamily
SE	3	9.89478544806887e-05	PF08491	Squaleneepoxidase
SEA	16	0.000527721890563673	PF01390	SEAdomain
SEEEED	1	3.29826181602296e-05	PF14797	Serine-richregionofAP3B1,clathrin-adaptorcomplex
SERTA	4	0.000131930472640918	PF06031	SERTAmotif
SET	83	0.00273755730729905	PF00856	SETdomain
SF1-HH	7	0.000230878327121607	PF16275	Splicingfactor1helix-hairpindomain
SF3A3	2	6.59652363204591e-05	PF16837	Pre-mRNA-splicingfactorSF3A3,ofSF3acomplex,Prp9
SF3a60_bindingd	1	3.29826181602296e-05	PF12108	SplicingfactorSF3a60bindingdomain
SF3b1	1	3.29826181602296e-05	PF08920	Splicingfactor3Bsubunit1
SGL	1	3.29826181602296e-05	PF08450	SMP-30/Gluconolactonase/LRE-likeregion
SGT1	2	6.59652363204591e-05	PF07093	SGT1protein
SGTA_dimer	4	0.000131930472640918	PF16546	HomodimerisationdomainofSGTA
SH2	129	0.00425475774266961	PF00017	SH2domain
SH3-RhoG_link	11	0.000362808799762525	PF16609	SH3-RhoGEFlinkingunstructuredregion
SH3-WW_linker	2	6.59652363204591e-05	PF16618	LinkerregionbetweenSH3andWWdomainsonARHGAP12
SH3BGR	4	0.000131930472640918	PF04908	SH3-binding,glutamicacid-richprotein
SH3BP5	1	3.29826181602296e-05	PF05276	SH3domain-bindingprotein5(SH3BP5)
SH3_1	165	0.00544213199643788	PF00018	SH3domain
SH3_2	57	0.00188000923513308	PF07653	VariantSH3domain
SH3_3	2	6.59652363204591e-05	PF08239	BacterialSH3domain
SH3_9	100	0.00329826181602296	PF14604	VariantSH3domain
SHIPPO-rpt	5	0.000164913090801148	PF07004	Sperm-tailPG-richrepeat
SHMT	3	9.89478544806887e-05	PF00464	Serinehydroxymethyltransferase
SHNi-TPR	1	3.29826181602296e-05	PF10516	SHNi-TPR
SHR-BD	8	0.000263860945281836	PF06650	SHR-bindingdomainofvacuolar-sortingassociatedprotein13
SHS2_Rpb7-N	2	6.59652363204591e-05	PF03876	SHS2domainfoundinNterminusofRpb7p/Rpc25p/MJ0397
SIMPL	1	3.29826181602296e-05	PF04402	Proteinofunknownfunction(DUF541)
SIM_C	3	9.89478544806887e-05	PF06621	Single-mindedproteinC-terminus
SIN1	6	0.000197895708961377	PF05422	Stress-activatedmapkinaseinteractingprotein1(SIN1)
SIN1_PH	4	0.000131930472640918	PF16979	SAPK-interactingprotein1(Sin1),Pleckstrin-homology
SIR2	6	0.000197895708961377	PF02146	Sir2family
SIR2_2	1	3.29826181602296e-05	PF13289	SIR2-likedomain
SIS	3	9.89478544806887e-05	PF01380	SISdomain
SIT	1	3.29826181602296e-05	PF15330	SHP2-interactingtransmembraneadaptorprotein,SIT
SIX1_SD	3	9.89478544806887e-05	PF16878	Transcriptionalregulator,SIX1,N-terminalSDdomain
SKA2	3	9.89478544806887e-05	PF16740	Spindleandkinetochore-associatedprotein2
SK_channel	4	0.000131930472640918	PF03530	Calcium-activatedSKpotassiumchannel
SLAIN	2	6.59652363204591e-05	PF15301	SLAINmotif-containingfamily
SLAM	1	3.29826181602296e-05	PF06214	Signalinglymphocyticactivationmolecule(SLAM)protein
SLBB	2	6.59652363204591e-05	PF10531	SLBBdomain
SLC12	6	0.000197895708961377	PF03522	Solutecarrierfamily12
SLC35F	1	3.29826181602296e-05	PF06027	Solutecarrierfamily35
SLED	2	6.59652363204591e-05	PF12140	SLEDdomain
SLIDE	5	0.000164913090801148	PF09111	SLIDE
SLX9	2	6.59652363204591e-05	PF15341	RibosomebiogenesisproteinSLX9
SLY	3	9.89478544806887e-05	PF12485	Lymphocytesignalingadaptorprotein
SM-ATX	15	0.000494739272403443	PF14438	Ataxin2SMdomain
SMAP	2	6.59652363204591e-05	PF15477	Smallacidicproteinfamily
SMC_N	13	0.000428774036082984	PF02463	RecF/RecN/SMCNterminaldomain
SMC_Nse1	2	6.59652363204591e-05	PF07574	Nse1non-SMCcomponentofSMC5-6complex
SMC_hinge	6	0.000197895708961377	PF06470	SMCproteinsFlexibleHingeDomain
SMG1	2	6.59652363204591e-05	PF15785	Serine/threonine-proteinkinasesmg-1
SMI1_KNR4	5	0.000164913090801148	PF09346	SMI1/KNR4family(SUKH-1)
SMK-1	4	0.000131930472640918	PF04802	ComponentofIISlongevitypathwaySMK-1
SMP_LBD	6	0.000197895708961377	PF17047	Synaptotagmin-likemitochondrial-lipid-bindingdomain
SNAP	7	0.000230878327121607	PF14938	SolubleNSFattachmentprotein,SNAP
SNAP-25	1	3.29826181602296e-05	PF00835	SNAP-25family
SNAPc19	3	9.89478544806887e-05	PF15497	snRNA-activatingproteincomplexsubunit19,SNAPcsubunit19
SNAPc_SNAP43	1	3.29826181602296e-05	PF09808	SmallnuclearRNAactivatingcomplex(SNAPc),subunitSNAP43
SNARE	8	0.000263860945281836	PF05739	SNAREdomain
SNARE_assoc	33	0.00108842639928758	PF09335	SNAREassociatedGolgiprotein
SNF	17	0.000560704508723902	PF00209	Sodium:neurotransmittersymporterfamily
SNF2_N	55	0.00181404399881263	PF00176	SNF2familyN-terminaldomain
SNF5	6	0.000197895708961377	PF04855	SNF5/SMARCB1/INI1
SNN_cytoplasm	1	3.29826181602296e-05	PF09051	Stannincytoplasmic
SNN_linker	1	3.29826181602296e-05	PF09050	Stanninunstructuredlinker
SNN_transmemb	1	3.29826181602296e-05	PF09049	Stannintransmembrane
SNase	14	0.000461756654243214	PF00565	Staphylococcalnucleasehomologue
SOAR	2	6.59652363204591e-05	PF16533	STIM1Orai1-activatingregion
SOBP	1	3.29826181602296e-05	PF15279	Sineoculis-bindingprotein
SOCS_box	7	0.000230878327121607	PF07525	SOCSbox
SOGA	6	0.000197895708961377	PF11365	ProteinSOGA
SOSSC	1	3.29826181602296e-05	PF15925	SOSScomplexsubunitC
SOUL	4	0.000131930472640918	PF04832	SOULheme-bindingprotein
SPACA7	1	3.29826181602296e-05	PF15307	Spermacrosome-associatedprotein7
SPARC_Ca_bdg	7	0.000230878327121607	PF10591	SecretedproteinacidicandrichincysteineCabindingregion
SPAR_C	8	0.000263860945281836	PF11881	C-terminaldomainofSPARprotein
SPATA3	1	3.29826181602296e-05	PF15662	Spermatogenesis-associatedprotein3family
SPATA6	6	0.000197895708961377	PF14909	Spermatogenesis-assocprotein6
SPC22	2	6.59652363204591e-05	PF04573	Signalpeptidasesubunit
SPEG_u2	1	3.29826181602296e-05	PF16650	UnstructuredregiononSPEGcomplexprotein
SPG48	1	3.29826181602296e-05	PF14764	AP-5complexsubunit,vesicletrafficking
SPICE	1	3.29826181602296e-05	PF15678	Centrioleduplicationandmitoticchromosomecongression
SPO11_like	1	3.29826181602296e-05	PF03533	SPO11homologue
SPO22	1	3.29826181602296e-05	PF08631	MeiosisproteinSPO22/ZIP4like
SPOC	2	6.59652363204591e-05	PF07744	SPOCdomain
SPRR2	2	6.59652363204591e-05	PF14820	Smallproline-rich2
SPRY	45	0.00148421781721033	PF00622	SPRYdomain
SPT6_acidic	2	6.59652363204591e-05	PF14632	AcidicN-terminalSPT6
SPX	22	0.00072561759952505	PF03105	SPXdomain
SQHop_cyclase_C	1	3.29826181602296e-05	PF13243	Squalene-hopenecyclaseC-terminaldomain
SQHop_cyclase_N	1	3.29826181602296e-05	PF13249	Squalene-hopenecyclaseN-terminaldomain
SQS_PSY	8	0.000263860945281836	PF00494	Squalene/phytoenesynthase
SRAP	1	3.29826181602296e-05	PF02586	SOSresponseassociatedpeptidase(SRAP)
SRC-1	5	0.000164913090801148	PF08832	Steroidreceptorcoactivator
SRCR	5	0.000164913090801148	PF00530	Scavengerreceptorcysteine-richdomain
SRCR_2	15	0.000494739272403443	PF15494	Scavengerreceptorcysteine-richdomain
SRF-TF	11	0.000362808799762525	PF00319	SRF-typetranscriptionfactor(DNA-bindinganddimerisationdomain)
SRI	3	9.89478544806887e-05	PF08236	SRI(Set2Rpb1interacting)domain
SRP68	8	0.000263860945281836	PF16969	RNA-bindingsignalrecognitionparticle68
SRP_TPR_like	1	3.29826181602296e-05	PF17004	PutativeTPR-likerepeat
SRRM_C	1	3.29826181602296e-05	PF15230	Serine/argininerepetitivematrixproteinC-terminus
SSB	3	9.89478544806887e-05	PF00436	Single-strandbindingproteinfamily
SSDP	11	0.000362808799762525	PF04503	Single-strandedDNAbindingprotein,SSDP
SSF	5	0.000164913090801148	PF00474	Sodium:solutesymporterfamily
SSXRD	3	9.89478544806887e-05	PF09514	SSXRDmotif
SSXT	8	0.000263860945281836	PF05030	SSXTprotein(N-terminalregion)
ST7	28	0.000923513308486428	PF04184	ST7protein
STAC2_u1	2	6.59652363204591e-05	PF16664	UnstructuredonSH3andcysteine-richdomain-containingprotein2
STAG	4	0.000131930472640918	PF08514	STAGdomain
START	25	0.000824565454005739	PF01852	STARTdomain
STAR_dimer	9	0.000296843563442066	PF16544	HomodimerisationregionofSTARdomainprotein
STAS	7	0.000230878327121607	PF01740	STASdomain
STAT1_TAZ2bind	1	3.29826181602296e-05	PF12162	STAT1TAZ2bindingdomain
STAT6_C	6	0.000197895708961377	PF14596	STAT6C-terminal
STAT_alpha	16	0.000527721890563673	PF01017	STATprotein,all-alphadomain
STAT_bind	17	0.000560704508723902	PF02864	STATprotein,DNAbindingdomain
STAT_int	19	0.000626669745044362	PF02865	STATprotein,proteininteractiondomain
STIMATE	1	3.29826181602296e-05	PF12400	STIMATEfamily
STN1_2	3	9.89478544806887e-05	PF09170	CST,Suppressorofcdcthirteenhomolog,complexsubunitSTN1
STPPase_N	19	0.000626669745044362	PF16891	Serine-threonineproteinphosphataseN-terminaldomain
STT3	3	9.89478544806887e-05	PF02516	OligosaccharyltransferaseSTT3subunit
SUFU	10	0.000329826181602296	PF05076	Suppressoroffusedprotein(SUFU)
SUFU_C	5	0.000164913090801148	PF12470	SuppressorofFusedGli/CiNterminalbindingdomain
