domain_pair	domain_1	domain_2	domain_desc_1	domain_desc_2	absolute_number	freq
DUF3384--Tuberin	DUF3384	Tuberin	Domainofunknownfunction(DUF3384)	Tuberin	1	4.94878012569901e-05
Rap_GAP--Tuberin	Rap_GAP	Tuberin	Rap/ran-GAP	Tuberin	1	4.94878012569901e-05
7tm_1--Tubulin	7tm_1	Tubulin	7transmembranereceptor(rhodopsinfamily)	Tubulin/FtsZfamily,GTPasedomain	1	4.94878012569901e-05
Tubulin-binding--Tubulin-binding	Tubulin-binding	Tubulin-binding	TauandMAPprotein,tubulin-bindingrepeat	TauandMAPprotein,tubulin-bindingrepeat	3	0.00014846340377097
Misat_Tub_SegII--Tubulin_3	Misat_Tub_SegII	Tubulin_3	MisatoSegmentIItubulin-likedomain	Tubulindomain	1	4.94878012569901e-05
7tm_1--Tubulin_C	7tm_1	Tubulin_C	7transmembranereceptor(rhodopsinfamily)	TubulinC-terminaldomain	1	4.94878012569901e-05
Tubulin--Tubulin_C	Tubulin	Tubulin_C	Tubulin/FtsZfamily,GTPasedomain	TubulinC-terminaldomain	22	0.00108873162765378
ARID--Tudor-knot	ARID	Tudor-knot	ARID/BRIGHTDNAbindingdomain	RNAbindingactivity-knotofachromodomain	2	9.89756025139803e-05
MOZ_SAS--Tudor-knot	MOZ_SAS	Tudor-knot	MOZ/SASfamily	RNAbindingactivity-knotofachromodomain	2	9.89756025139803e-05
MRG--Tudor-knot	MRG	Tudor-knot	MRG	RNAbindingactivity-knotofachromodomain	2	9.89756025139803e-05
RBB1NT--Tudor-knot	RBB1NT	Tudor-knot	RBB1NT(NUC162)domain	RNAbindingactivity-knotofachromodomain	2	9.89756025139803e-05
Tweety--Tweety	Tweety	Tweety	Tweety	Tweety	1	4.94878012569901e-05
ANAPC3--U-box	ANAPC3	U-box	Anaphase-promotingcomplex,cyclosome,subunit3	U-boxdomain	1	4.94878012569901e-05
DWNN--U-box	DWNN	U-box	DWNNdomain	U-boxdomain	1	4.94878012569901e-05
Prp19--U-box	Prp19	U-box	Prp19/Pso4-like	U-boxdomain	1	4.94878012569901e-05
SAM_2--U-box	SAM_2	U-box	SAMdomain(Sterilealphamotif)	U-boxdomain	1	4.94878012569901e-05
RRM_1--U1snRNP70_N	RRM_1	U1snRNP70_N	RNArecognitionmotif.(a.k.a.RRM,RBD,orRNPdomain)	U1smallnuclearribonucleoproteinof70kDaMWNterminal	1	4.94878012569901e-05
BP28CT--U3snoRNP10	BP28CT	U3snoRNP10	BP28CT(NUC211)domain	U3smallnucleolarRNA-associatedprotein10	1	4.94878012569901e-05
JAB--U5_2-snRNA_bdg	JAB	U5_2-snRNA_bdg	JAB1/Mov34/MPN/PAD-1ubiquitinprotease	U5-snRNAbindingsite2ofPrP8	1	4.94878012569901e-05
PRO8NT--U5_2-snRNA_bdg	PRO8NT	U5_2-snRNA_bdg	PRO8NT(NUC069),PrP8N-terminaldomain	U5-snRNAbindingsite2ofPrP8	1	4.94878012569901e-05
PROCN--U5_2-snRNA_bdg	PROCN	U5_2-snRNA_bdg	PROCN(NUC071)domain	U5-snRNAbindingsite2ofPrP8	1	4.94878012569901e-05
PROCT--U5_2-snRNA_bdg	PROCT	U5_2-snRNA_bdg	PROCT(NUC072)domain	U5-snRNAbindingsite2ofPrP8	1	4.94878012569901e-05
PRP8_domainIV--U5_2-snRNA_bdg	PRP8_domainIV	U5_2-snRNA_bdg	PRP8domainIVcore	U5-snRNAbindingsite2ofPrP8	1	4.94878012569901e-05
RRM_4--U5_2-snRNA_bdg	RRM_4	U5_2-snRNA_bdg	RNArecognitionmotifofthespliceosomalPrP8	U5-snRNAbindingsite2ofPrP8	1	4.94878012569901e-05
JAB--U6-snRNA_bdg	JAB	U6-snRNA_bdg	JAB1/Mov34/MPN/PAD-1ubiquitinprotease	U6-snRNAinteractingdomainofPrP8	1	4.94878012569901e-05
PRO8NT--U6-snRNA_bdg	PRO8NT	U6-snRNA_bdg	PRO8NT(NUC069),PrP8N-terminaldomain	U6-snRNAinteractingdomainofPrP8	1	4.94878012569901e-05
PROCN--U6-snRNA_bdg	PROCN	U6-snRNA_bdg	PROCN(NUC071)domain	U6-snRNAinteractingdomainofPrP8	1	4.94878012569901e-05
PROCT--U6-snRNA_bdg	PROCT	U6-snRNA_bdg	PROCT(NUC072)domain	U6-snRNAinteractingdomainofPrP8	1	4.94878012569901e-05
PRP8_domainIV--U6-snRNA_bdg	PRP8_domainIV	U6-snRNA_bdg	PRP8domainIVcore	U6-snRNAinteractingdomainofPrP8	1	4.94878012569901e-05
RRM_4--U6-snRNA_bdg	RRM_4	U6-snRNA_bdg	RNArecognitionmotifofthespliceosomalPrP8	U6-snRNAinteractingdomainofPrP8	1	4.94878012569901e-05
U5_2-snRNA_bdg--U6-snRNA_bdg	U5_2-snRNA_bdg	U6-snRNA_bdg	U5-snRNAbindingsite2ofPrP8	U6-snRNAinteractingdomainofPrP8	1	4.94878012569901e-05
ThiF--UAE_UbL	ThiF	UAE_UbL	ThiFfamily	Ubiquitin/SUMO-activatingenzymeubiquitin-likedomain	1	4.94878012569901e-05
Ago_hook--UBA	Ago_hook	UBA	Argonautehook	UBA/TS-Ndomain	1	4.94878012569901e-05
Cbl_N--UBA	Cbl_N	UBA	CBLproto-oncogeneN-terminaldomain1	UBA/TS-Ndomain	1	4.94878012569901e-05
Cbl_N2--UBA	Cbl_N2	UBA	CBLproto-oncogeneN-terminus,EFhand-likedomain	UBA/TS-Ndomain	1	4.94878012569901e-05
Cbl_N3--UBA	Cbl_N3	UBA	CBLproto-oncogeneN-terminus,SH2-likedomain	UBA/TS-Ndomain	1	4.94878012569901e-05
Chorein_N--UBA	Chorein_N	UBA	N-terminalregionofChoreinorVPS13	UBA/TS-Ndomain	1	4.94878012569901e-05
DUF908--UBA	DUF908	UBA	DomainofUnknownFunction(DUF908)	UBA/TS-Ndomain	1	4.94878012569901e-05
DUF913--UBA	DUF913	UBA	DomainofUnknownFunction(DUF913)	UBA/TS-Ndomain	1	4.94878012569901e-05
HECT--UBA	HECT	UBA	HECT-domain(ubiquitin-transferase)	UBA/TS-Ndomain	1	4.94878012569901e-05
His_Phos_1--UBA	His_Phos_1	UBA	Histidinephosphatasesuperfamily(branch1)	UBA/TS-Ndomain	1	4.94878012569901e-05
KA1--UBA	KA1	UBA	Kinaseassociateddomain1	UBA/TS-Ndomain	4	0.000197951205027961
M_domain--UBA	M_domain	UBA	MdomainofGW182	UBA/TS-Ndomain	1	4.94878012569901e-05
Pkinase--UBA	Pkinase	UBA	Proteinkinasedomain	UBA/TS-Ndomain	5	0.000247439006284951
Prok-RING_4--UBA	Prok-RING_4	UBA	ProkaryoticRINGfingerfamily4	UBA/TS-Ndomain	1	4.94878012569901e-05
RMI1_N--UBA	RMI1_N	UBA	RecQmediatedgenomeinstabilityprotein	UBA/TS-Ndomain	1	4.94878012569901e-05
RRM_1--UBA	RRM_1	UBA	RNArecognitionmotif.(a.k.a.RRM,RBD,orRNPdomain)	UBA/TS-Ndomain	1	4.94878012569901e-05
Rhomboid--UBA	Rhomboid	UBA	Rhomboidfamily	UBA/TS-Ndomain	1	4.94878012569901e-05
SH3_9--UBA	SH3_9	UBA	VariantSH3domain	UBA/TS-Ndomain	1	4.94878012569901e-05
SHR-BD--UBA	SHR-BD	UBA	SHR-bindingdomainofvacuolar-sortingassociatedprotein13	UBA/TS-Ndomain	1	4.94878012569901e-05
TNRC6-PABC_bdg--UBA	TNRC6-PABC_bdg	UBA	TNRC6-PABCbindingdomain	UBA/TS-Ndomain	1	4.94878012569901e-05
TUDOR--UBA	TUDOR	UBA	Tudordomain	UBA/TS-Ndomain	1	4.94878012569901e-05
UBA--UBA	UBA	UBA	UBA/TS-Ndomain	UBA/TS-Ndomain	6	0.000296926807541941
ThiF--UBA2_C	ThiF	UBA2_C	ThiFfamily	SUMO-activatingenzymesubunit2C-terminus	1	4.94878012569901e-05
UAE_UbL--UBA2_C	UAE_UbL	UBA2_C	Ubiquitin/SUMO-activatingenzymeubiquitin-likedomain	SUMO-activatingenzymesubunit2C-terminus	1	4.94878012569901e-05
Cullin_binding--UBA_4	Cullin_binding	UBA_4	Cullinbinding	UBA-likedomain	2	9.89756025139803e-05
Exo_endo_phos--UBA_4	Exo_endo_phos	UBA_4	Endonuclease/Exonuclease/phosphatasefamily	UBA-likedomain	1	4.94878012569901e-05
N_BRCA1_IG--UBA_4	N_BRCA1_IG	UBA_4	Ig-likedomainfromnexttoBRCA1gene	UBA-likedomain	1	4.94878012569901e-05
OTU--UBA_4	OTU	UBA_4	OTU-likecysteineprotease	UBA-likedomain	1	4.94878012569901e-05
SEP--UBA_4	SEP	UBA_4	SEPdomain	UBA-likedomain	1	4.94878012569901e-05
Thioredoxin_7--UBA_4	Thioredoxin_7	UBA_4	Thioredoxin-like	UBA-likedomain	1	4.94878012569901e-05
PB1--UBA_5	PB1	UBA_5	PB1domain	UBAdomain	1	4.94878012569901e-05
E1_4HB--UBA_e1_thiolCys	E1_4HB	UBA_e1_thiolCys	Ubiquitin-activatingenzymeE1four-helixbundle	Ubiquitin-activatingenzymeactivesite	3	0.00014846340377097
E1_FCCH--UBA_e1_thiolCys	E1_FCCH	UBA_e1_thiolCys	Ubiquitin-activatingenzymeE1FCCHdomain	Ubiquitin-activatingenzymeactivesite	3	0.00014846340377097
E1_UFD--UBA_e1_thiolCys	E1_UFD	UBA_e1_thiolCys	Ubiquitinfolddomain	Ubiquitin-activatingenzymeactivesite	3	0.00014846340377097
ThiF--UBA_e1_thiolCys	ThiF	UBA_e1_thiolCys	ThiFfamily	Ubiquitin-activatingenzymeactivesite	3	0.00014846340377097
BRCT_2--UBM	BRCT_2	UBM	BRCTdomain,aBRCA1C-terminusdomain	Ubiquitinbindingregion	1	4.94878012569901e-05
DUF908--UBM	DUF908	UBM	DomainofUnknownFunction(DUF908)	Ubiquitinbindingregion	1	4.94878012569901e-05
DUF913--UBM	DUF913	UBM	DomainofUnknownFunction(DUF913)	Ubiquitinbindingregion	1	4.94878012569901e-05
HECT--UBM	HECT	UBM	HECT-domain(ubiquitin-transferase)	Ubiquitinbindingregion	1	4.94878012569901e-05
IMS--UBM	IMS	UBM	impB/mucB/samBfamily	Ubiquitinbindingregion	1	4.94878012569901e-05
IMS_C--UBM	IMS_C	UBM	impB/mucB/samBfamilyC-terminaldomain	Ubiquitinbindingregion	1	4.94878012569901e-05
REV1_C--UBM	REV1_C	UBM	DNArepairproteinREV1C-terminaldomain	Ubiquitinbindingregion	1	4.94878012569901e-05
UBA--UBM	UBA	UBM	UBA/TS-Ndomain	Ubiquitinbindingregion	1	4.94878012569901e-05
HUN--UBN_AB	HUN	UBN_AB	HPC2andubinucleindomain	Ubinucleinconservedmiddledomain	2	9.89756025139803e-05
PUB--UBX	PUB	UBX	PUBdomain	UBXdomain	1	4.94878012569901e-05
SEP--UBX	SEP	UBX	SEPdomain	UBXdomain	4	0.000197951205027961
TUG-UBL1--UBX	TUG-UBL1	UBX	TUGubiquitin-likedomain	UBXdomain	1	4.94878012569901e-05
Thioredoxin_7--UBX	Thioredoxin_7	UBX	Thioredoxin-like	UBXdomain	1	4.94878012569901e-05
UBA--UBX	UBA	UBX	UBA/TS-Ndomain	UBXdomain	1	4.94878012569901e-05
UBA_4--UBX	UBA_4	UBX	UBA-likedomain	UBXdomain	4	0.000197951205027961
FANCA_interact--UBZ_FAAP20	FANCA_interact	UBZ_FAAP20	FAAP20FANCAinteractiondomain	Ubiquitin-bindingzinc-finger	1	4.94878012569901e-05
CAP_GLY--UCH	CAP_GLY	UCH	CAP-Glydomain	Ubiquitincarboxyl-terminalhydrolase	1	4.94878012569901e-05
CS--UCH	CS	UCH	CSdomain	Ubiquitincarboxyl-terminalhydrolase	1	4.94878012569901e-05
CYLD_phos_site--UCH	CYLD_phos_site	UCH	PhosphorylationregionofCYLD,unstructured	Ubiquitincarboxyl-terminalhydrolase	1	4.94878012569901e-05
DUSP--UCH	DUSP	UCH	DUSPdomain	Ubiquitincarboxyl-terminalhydrolase	6	0.000296926807541941
EF-hand_5--UCH	EF-hand_5	UCH	EFhand	Ubiquitincarboxyl-terminalhydrolase	1	4.94878012569901e-05
HABP4_PAI-RBP1--UCH	HABP4_PAI-RBP1	UCH	Hyaluronan/mRNAbindingfamily	Ubiquitincarboxyl-terminalhydrolase	18	0.000890780422625823
MATH--UCH	MATH	UCH	MATHdomain	Ubiquitincarboxyl-terminalhydrolase	1	4.94878012569901e-05
PAM2--UCH	PAM2	UCH	Ataxin-2C-terminalregion	Ubiquitincarboxyl-terminalhydrolase	1	4.94878012569901e-05
RabGAP-TBC--UCH	RabGAP-TBC	UCH	Rab-GTPase-TBCdomain	Ubiquitincarboxyl-terminalhydrolase	1	4.94878012569901e-05
Rhodanese--UCH	Rhodanese	UCH	Rhodanese-likedomain	Ubiquitincarboxyl-terminalhydrolase	1	4.94878012569901e-05
UBA--UCH	UBA	UCH	UBA/TS-Ndomain	Ubiquitincarboxyl-terminalhydrolase	2	9.89756025139803e-05
Ubiquitin_3--UCH	Ubiquitin_3	UCH	Ubiquitin-likedomain	Ubiquitincarboxyl-terminalhydrolase	4	0.000197951205027961
RNase_T--UCH_1	RNase_T	UCH_1	Exonuclease	Ubiquitincarboxyl-terminalhydrolase	1	4.94878012569901e-05
UCH--UCH_N	UCH	UCH_N	Ubiquitincarboxyl-terminalhydrolase	N-terminalofubiquitincarboxyl-terminalhydrolase37	3	0.00014846340377097
Rieske--UCR_TM	Rieske	UCR_TM	Rieske[2Fe-2S]domain	Ubiquinolcytochromereductasetransmembraneregion	1	4.94878012569901e-05
Ubiq-Cytc-red_N--UCR_TM	Ubiq-Cytc-red_N	UCR_TM	Ubiquinol-cytochromecreductase8kDa,N-terminal	Ubiquinolcytochromereductasetransmembraneregion	1	4.94878012569901e-05
Glyco_transf_8--UDP-g_GGTase	Glyco_transf_8	UDP-g_GGTase	Glycosyltransferasefamily8	UDP-glucose:GlycoproteinGlucosyltransferase	1	4.94878012569901e-05
UDPGT--UDPGT	UDPGT	UDPGT	UDP-glucoronosylandUDP-glucosyltransferase	UDP-glucoronosylandUDP-glucosyltransferase	1	4.94878012569901e-05
UDPG_MGDP_dh--UDPG_MGDP_dh_C	UDPG_MGDP_dh	UDPG_MGDP_dh_C	UDP-glucose/GDP-mannosedehydrogenasefamily,centraldomain	UDP-glucose/GDP-mannosedehydrogenasefamily,UDPbindingdomain	1	4.94878012569901e-05
UDPG_MGDP_dh--UDPG_MGDP_dh_N	UDPG_MGDP_dh	UDPG_MGDP_dh_N	UDP-glucose/GDP-mannosedehydrogenasefamily,centraldomain	UDP-glucose/GDP-mannosedehydrogenasefamily,NADbindingdomain	1	4.94878012569901e-05
UDPG_MGDP_dh_C--UDPG_MGDP_dh_N	UDPG_MGDP_dh_C	UDPG_MGDP_dh_N	UDP-glucose/GDP-mannosedehydrogenasefamily,UDPbindingdomain	UDP-glucose/GDP-mannosedehydrogenasefamily,NADbindingdomain	1	4.94878012569901e-05
Ldh_1_C--UEV	Ldh_1_C	UEV	lactate/malatedehydrogenase,alpha/betaC-terminaldomain	UEVdomain	1	4.94878012569901e-05
Ldh_1_N--UEV	Ldh_1_N	UEV	lactate/malatedehydrogenase,NADbindingdomain	UEVdomain	1	4.94878012569901e-05
DnaJ--UIM	DnaJ	UIM	DnaJdomain	Ubiquitininteractionmotif	1	4.94878012569901e-05
ENTH--UIM	ENTH	UIM	ENTHdomain	Ubiquitininteractionmotif	1	4.94878012569901e-05
Josephin--UIM	Josephin	UIM	Josephin	Ubiquitininteractionmotif	1	4.94878012569901e-05
SH3_1--UIM	SH3_1	UIM	SH3domain	Ubiquitininteractionmotif	2	9.89756025139803e-05
SUIM_assoc--UIM	SUIM_assoc	UIM	UnstructuredregionC-termtoUIMinAtaxin3	Ubiquitininteractionmotif	1	4.94878012569901e-05
UCH--UIM	UCH	UIM	Ubiquitincarboxyl-terminalhydrolase	Ubiquitininteractionmotif	2	9.89756025139803e-05
UCH_N--UIM	UCH_N	UIM	N-terminalofubiquitincarboxyl-terminalhydrolase37	Ubiquitininteractionmotif	1	4.94878012569901e-05
UIM--UIM	UIM	UIM	Ubiquitininteractionmotif	Ubiquitininteractionmotif	7	0.000346414608798931
CUT--ULD	CUT	ULD	CUTdomain	Ubiquitin-likeoligomerisationdomainofSATB	2	9.89756025139803e-05
CUTL--ULD	CUTL	ULD	CUT1-likeDNA-bindingdomainofSATB	Ubiquitin-likeoligomerisationdomainofSATB	2	9.89756025139803e-05
Homeobox--ULD	Homeobox	ULD	Homeodomain	Ubiquitin-likeoligomerisationdomainofSATB	2	9.89756025139803e-05
FAT--UME	FAT	UME	FATdomain	UME(NUC010)domain	1	4.94878012569901e-05
FATC--UME	FATC	UME	FATCdomain	UME(NUC010)domain	1	4.94878012569901e-05
PI3_PI4_kinase--UME	PI3_PI4_kinase	UME	Phosphatidylinositol3-and4-kinase	UME(NUC010)domain	1	4.94878012569901e-05
UMPH-1--UMPH-1	UMPH-1	UMPH-1	Pyrimidine5'-nucleotidase(UMPH-1)	Pyrimidine5'-nucleotidase(UMPH-1)	1	4.94878012569901e-05
UNC-50--UNC-50	UNC-50	UNC-50	UNC-50family	UNC-50family	1	4.94878012569901e-05
TPR_16--UNC45-central	TPR_16	UNC45-central	Tetratricopeptiderepeat	Myosin-bindingstriatedmuscleassemblycentral	1	4.94878012569901e-05
TPR_8--UNC45-central	TPR_8	UNC45-central	Tetratricopeptiderepeat	Myosin-bindingstriatedmuscleassemblycentral	1	4.94878012569901e-05
NPL4--UN_NPL4	NPL4	UN_NPL4	NPL4family	NuclearporelocalisationproteinNPL4	1	4.94878012569901e-05
Death--UPA	Death	UPA	Deathdomain	UPAdomain	5	0.000247439006284951
I-set--UPA	I-set	UPA	ImmunoglobulinI-setdomain	UPAdomain	4	0.000197951205027961
TSP_1--UPA	TSP_1	UPA	Thrombospondintype1domain	UPAdomain	3	0.00014846340377097
PLA2_inh--UPAR_LY6	PLA2_inh	UPAR_LY6	PhospholipaseA2inhibitor	u-PAR/Ly-6domain	1	4.94878012569901e-05
UPAR_LY6--UPAR_LY6	UPAR_LY6	UPAR_LY6	u-PAR/Ly-6domain	u-PAR/Ly-6domain	3	0.00014846340377097
Radical_SAM--UPF0004	Radical_SAM	UPF0004	RadicalSAMsuperfamily	UncharacterizedproteinfamilyUPF0004	2	9.89756025139803e-05
TRAM--UPF0004	TRAM	UPF0004	TRAMdomain	UncharacterizedproteinfamilyUPF0004	2	9.89756025139803e-05
UPF0016--UPF0016	UPF0016	UPF0016	UncharacterizedproteinfamilyUPF0016	UncharacterizedproteinfamilyUPF0016	1	4.94878012569901e-05
THUMP--UPF0020	THUMP	UPF0020	THUMPdomain	PutativeRNAmethylasefamilyUPF0020	2	9.89756025139803e-05
RWD--UPF0029	RWD	UPF0029	RWDdomain	UncharacterizedproteinfamilyUPF0029	1	4.94878012569901e-05
UPF0054--UPF0054	UPF0054	UPF0054	UncharacterizedproteinfamilyUPF0054	UncharacterizedproteinfamilyUPF0054	1	4.94878012569901e-05
Glyco_hydro_38--UPF0139	Glyco_hydro_38	UPF0139	Glycosylhydrolasesfamily38C-terminaldomain1	Uncharacterisedproteinfamily(UPF0139)	2	9.89756025139803e-05
Glyco_hydro_38--UPF0139	Glyco_hydro_38	UPF0139	Glycosylhydrolasesfamily38N-terminaldomain	Uncharacterisedproteinfamily(UPF0139)	2	9.89756025139803e-05
UPF0160--UPF0160	UPF0160	UPF0160	Uncharacterisedproteinfamily(UPF0160)	Uncharacterisedproteinfamily(UPF0160)	1	4.94878012569901e-05
UPF0183--UPF0183	UPF0183	UPF0183	Uncharacterisedproteinfamily(UPF0183)	Uncharacterisedproteinfamily(UPF0183)	1	4.94878012569901e-05
UPF0515--UPF0515	UPF0515	UPF0515	UncharacterisedproteinUPF0515	UncharacterisedproteinUPF0515	1	4.94878012569901e-05
Clat_adaptor_s--UPF0552	Clat_adaptor_s	UPF0552	Clathrinadaptorcomplexsmallchain	Arp2/3-interactingproteinsArpin	1	4.94878012569901e-05
UPF0560--UPF0560	UPF0560	UPF0560	UncharacterisedproteinfamilyUPF0560	UncharacterisedproteinfamilyUPF0560	2	9.89756025139803e-05
AAA_11--UPF1_Zn_bind	AAA_11	UPF1_Zn_bind	AAAdomain	RNAhelicase(UPF2interactingdomain)	1	4.94878012569901e-05
AAA_12--UPF1_Zn_bind	AAA_12	UPF1_Zn_bind	AAAdomain	RNAhelicase(UPF2interactingdomain)	1	4.94878012569901e-05
ResIII--UPF1_Zn_bind	ResIII	UPF1_Zn_bind	TypeIIIrestrictionenzyme,ressubunit	RNAhelicase(UPF2interactingdomain)	1	4.94878012569901e-05
PRK--UPRTase	PRK	UPRTase	Phosphoribulokinase/Uridinekinasefamily	Uracilphosphoribosyltransferase	1	4.94878012569901e-05
BIR--UQ_con	BIR	UQ_con	InhibitorofApoptosisdomain	Ubiquitin-conjugatingenzyme	1	4.94878012569901e-05
BIRC6--UQ_con	BIRC6	UQ_con	BaculoviralIAPrepeat-containingprotein6	Ubiquitin-conjugatingenzyme	1	4.94878012569901e-05
TMEM189_B_dmain--UQ_con	TMEM189_B_dmain	UQ_con	BdomainofTMEM189,localisationdomain	Ubiquitin-conjugatingenzyme	1	4.94878012569901e-05
UBA--UQ_con	UBA	UQ_con	UBA/TS-Ndomain	Ubiquitin-conjugatingenzyme	1	4.94878012569901e-05
UQ_con--UQ_con	UQ_con	UQ_con	Ubiquitin-conjugatingenzyme	Ubiquitin-conjugatingenzyme	1	4.94878012569901e-05
CS--USP19_linker	CS	USP19_linker	CSdomain	LinkerregionofUSP19deubiquitinase	1	4.94878012569901e-05
UCH--USP19_linker	UCH	USP19_linker	Ubiquitincarboxyl-terminalhydrolase	LinkerregionofUSP19deubiquitinase	1	4.94878012569901e-05
DUSP--USP7_C2	DUSP	USP7_C2	DUSPdomain	Ubiquitin-specificproteaseC-terminal	2	9.89756025139803e-05
MATH--USP7_C2	MATH	USP7_C2	MATHdomain	Ubiquitin-specificproteaseC-terminal	1	4.94878012569901e-05
UCH--USP7_C2	UCH	USP7_C2	Ubiquitincarboxyl-terminalhydrolase	Ubiquitin-specificproteaseC-terminal	3	0.00014846340377097
Ubiquitin_3--USP7_C2	Ubiquitin_3	USP7_C2	Ubiquitin-likedomain	Ubiquitin-specificproteaseC-terminal	2	9.89756025139803e-05
MATH--USP7_ICP0_bdg	MATH	USP7_ICP0_bdg	MATHdomain	ICP0-bindingdomainofUbiquitin-specificprotease7	1	4.94878012569901e-05
UCH--USP7_ICP0_bdg	UCH	USP7_ICP0_bdg	Ubiquitincarboxyl-terminalhydrolase	ICP0-bindingdomainofUbiquitin-specificprotease7	1	4.94878012569901e-05
USP7_C2--USP7_ICP0_bdg	USP7_C2	USP7_ICP0_bdg	Ubiquitin-specificproteaseC-terminal	ICP0-bindingdomainofUbiquitin-specificprotease7	1	4.94878012569901e-05
JAB--USP8_dimer	JAB	USP8_dimer	JAB1/Mov34/MPN/PAD-1ubiquitinprotease	USP8dimerisationdomain	2	9.89756025139803e-05
Rhodanese--USP8_dimer	Rhodanese	USP8_dimer	Rhodanese-likedomain	USP8dimerisationdomain	1	4.94878012569901e-05
UCH--USP8_dimer	UCH	USP8_dimer	Ubiquitincarboxyl-terminalhydrolase	USP8dimerisationdomain	1	4.94878012569901e-05
UT--UT	UT	UT	Ureatransporter	Ureatransporter	1	4.94878012569901e-05
GDP_Man_Dehyd--UXS1_N	GDP_Man_Dehyd	UXS1_N	GDP-mannose4,6dehydratase	UDP-glucuronatedecarboxylaseN-terminal	1	4.94878012569901e-05
Ubie_methyltran--Ubie_methyltran	Ubie_methyltran	Ubie_methyltran	ubiE/COQ5methyltransferasefamily	ubiE/COQ5methyltransferasefamily	1	4.94878012569901e-05
Rieske--Ubiq-Cytc-red_N	Rieske	Ubiq-Cytc-red_N	Rieske[2Fe-2S]domain	Ubiquinol-cytochromecreductase8kDa,N-terminal	1	4.94878012569901e-05
Ubiq_cyt_C_chap--Ubiq_cyt_C_chap	Ubiq_cyt_C_chap	Ubiq_cyt_C_chap	Ubiquinol-cytochromeCchaperone	Ubiquinol-cytochromeCchaperone	1	4.94878012569901e-05
CAP_GLY--Ubiquitin_2	CAP_GLY	Ubiquitin_2	CAP-Glydomain	Ubiquitin-likedomain	2	9.89756025139803e-05
LRR_9--Ubiquitin_2	LRR_9	Ubiquitin_2	Leucine-richrepeat	Ubiquitin-likedomain	1	4.94878012569901e-05
Ribosomal_S21e--Ubiquitin_2	Ribosomal_S21e	Ubiquitin_2	RibosomalproteinS21e	Ubiquitin-likedomain	1	4.94878012569901e-05
DUSP--Ubiquitin_3	DUSP	Ubiquitin_3	DUSPdomain	Ubiquitin-likedomain	4	0.000197951205027961
EF-hand_5--Ubiquitin_3	EF-hand_5	Ubiquitin_3	EFhand	Ubiquitin-likedomain	1	4.94878012569901e-05
U-box--Ufd2P_core	U-box	Ufd2P_core	U-boxdomain	Ubiquitinelongatingfactorcore	2	9.89756025139803e-05
EGF_CA--UnbV_ASPIC	EGF_CA	UnbV_ASPIC	Calcium-bindingEGFdomain	ASPICandUnbV	1	4.94878012569901e-05
MIF4G--Upf2	MIF4G	Upf2	MIF4Gdomain	Up-frameshiftsuppressor2	1	4.94878012569901e-05
Urocanase--Urocanase	Urocanase	Urocanase	UrocanaseRossmann-likedomain	UrocanaseRossmann-likedomain	1	4.94878012569901e-05
Uso1_p115_C--Uso1_p115_head	Uso1_p115_C	Uso1_p115_head	Uso1/p115likevesicletetheringprotein,Cterminalregion	Uso1/p115likevesicletetheringprotein,headregion	1	4.94878012569901e-05
ANAPC4_WD40--Utp12	ANAPC4_WD40	Utp12	Anaphase-promotingcomplexsubunit4WD40domain	Dip2/Utp12Family	1	4.94878012569901e-05
Utp14--Utp14	Utp14	Utp14	Utp14protein	Utp14protein	1	4.94878012569901e-05
ANAPC4_WD40--Utp21	ANAPC4_WD40	Utp21	Anaphase-promotingcomplexsubunit4WD40domain	Utp21specificWD40associatedputativedomain	1	4.94878012569901e-05
AAA_19--UvrD_C	AAA_19	UvrD_C	AAAdomain	UvrD-likehelicaseC-terminaldomain	1	4.94878012569901e-05
F-box-like--UvrD_C	F-box-like	UvrD_C	F-box-like	UvrD-likehelicaseC-terminaldomain	1	4.94878012569901e-05
AAA_30--UvrD_C_2	AAA_30	UvrD_C_2	AAAdomain	UvrD-likehelicaseC-terminaldomain	1	4.94878012569901e-05
V-ATPase_H_C--V-ATPase_H_N	V-ATPase_H_C	V-ATPase_H_N	V-ATPasesubunitH	V-ATPasesubunitH	1	4.94878012569901e-05
V-SNARE--V-SNARE_C	V-SNARE	V-SNARE_C	Vesicletransportv-SNAREproteinN-terminus	SnareregionanchoredinthevesiclemembraneC-terminus	2	9.89756025139803e-05
C1-set--V-set	C1-set	V-set	ImmunoglobulinC1-setdomain	ImmunoglobulinV-setdomain	5	0.000247439006284951
C2-set--V-set	C2-set	V-set	ImmunoglobulinC2-setdomain	ImmunoglobulinV-setdomain	1	4.94878012569901e-05
C2-set_2--V-set	C2-set_2	V-set	CD80-likeC2-setimmunoglobulindomain	ImmunoglobulinV-setdomain	18	0.000890780422625823
EGF--V-set	EGF	V-set	EGF-likedomain	ImmunoglobulinV-setdomain	3	0.00014846340377097
I-set--V-set	I-set	V-set	ImmunoglobulinI-setdomain	ImmunoglobulinV-setdomain	4	0.000197951205027961
Ig_2--V-set	Ig_2	V-set	Immunoglobulindomain	ImmunoglobulinV-setdomain	23	0.00113821942891077
Ig_3--V-set	Ig_3	V-set	Immunoglobulindomain	ImmunoglobulinV-setdomain	36	0.00178156084525165
